feedback_id,user_id,feedback_timestamp,rating_1_to_5,sentiment_label,barrier_category,free_text_feedback,feature_name,would_recommend_flag
FB001042,U00798,2026-06-21 14:11:15,1,Neutral,No barrier reported,Code Assistant has been a great time-saver for my day-to-day work.,Code Assistant,False
FB001043,U00800,2026-04-30 21:42:45,4,Positive,Hard to find the right feature,The menu of features isn't very intuitive; I didn't know Northstar Assist existed until a colleague mentioned it.,,True
FB001044,U00800,2026-03-27 15:44:15,3,Neutral,Unsure what use cases are allowed,Guidance on approved use cases for Northstar Assist could be clearer.,Knowledge Search,False
FB001045,U00801,2026-03-28 09:54:03,3,Neutral,No barrier reported,No issues to report — Data Analysis works well for what I need.,Data Analysis,False
FB001046,U00801,2026-06-01 15:13:28,5,Positive,No barrier reported,No issues to report — Knowledge Search works well for what I need.,Knowledge Search,True
FB001047,U00803,2026-06-17 19:39:11,4,Positive,No time to learn,Between meetings and deadlines I haven't found the time to explore Drafting Assistant.,Drafting Assistant,True
FB001048,U00805,2026-06-04 13:50:41,3,Neutral,Low output quality,Code Assistant sometimes gives generic answers that don't fit our context.,Code Assistant,True
FB001049,U00806,2026-03-20 09:49:25,3,Positive,Tool performance issue,Prompt Library was slow to respond a few times this week.,Prompt Library,True
FB001050,U00807,2026-06-20 16:43:12,5,Positive,No barrier reported,Chat and Research has been a great time-saver for my day-to-day work.,Chat and Research,True
FB001051,U00807,2026-06-07 17:59:56,1,Negative,Tool performance issue,I ran into an error using Prompt Library and had to restart my session.,Prompt Library,False
FB001052,U00809,2026-01-28 11:33:12,5,Positive,No barrier reported,No issues to report — Knowledge Search works well for what I need.,Knowledge Search,True
FB001053,U00809,2026-01-17 10:44:03,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Meeting Notes.",Meeting Notes,True
FB001054,U00809,2026-02-10 10:39:57,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Chat and Research.",Chat and Research,True
FB001055,U00810,2026-06-01 17:06:32,3,Neutral,Unsure what use cases are allowed,I'm not always clear on what I'm allowed to use Northstar Assist for in client-facing work.,,False
FB001056,U00811,2026-03-15 12:25:19,3,Neutral,Unsure what use cases are allowed,Guidance on approved use cases for Northstar Assist could be clearer.,,True
FB001057,U00812,2026-06-05 16:33:37,2,Negative,Hard to find the right feature,The menu of features isn't very intuitive; I didn't know Drafting Assistant existed until a colleague mentioned it.,Drafting Assistant,False
FB001058,U00812,2026-04-28 14:11:42,5,Positive,No time to learn,Between meetings and deadlines I haven't found the time to explore Northstar Assist.,,True
FB001059,U00815,2026-03-16 17:02:08,4,Positive,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Chat and Research,True
FB001060,U00816,2026-05-23 19:36:23,3,Neutral,Privacy or compliance concern,I'd like clearer confirmation that Document Summarization is approved for use with client information.,Document Summarization,True
FB001061,U00816,2026-05-20 16:29:41,4,Positive,No barrier reported,No issues to report — Northstar Assist works well for what I need.,,True
FB001062,U00816,2026-05-17 13:45:20,3,Neutral,Tool performance issue,Code Assistant was slow to respond a few times this week.,Code Assistant,True
FB001063,U00817,2026-06-20 16:18:19,4,Positive,No barrier reported,Northstar Assist has been a great time-saver for my day-to-day work.,,True
FB001064,U00817,2026-05-01 17:25:20,4,Positive,Lack of relevant training,The training I received didn't cover how Chat and Research applies to my day-to-day role.,Chat and Research,True
FB001065,U00817,2026-06-11 15:24:33,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Meeting Notes.",Meeting Notes,True
FB001066,U00818,2026-02-07 13:06:54,4,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Northstar Assist.",,True
FB001067,U00818,2026-03-12 08:19:20,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Prompt Library.",Prompt Library,True
FB001068,U00818,2026-05-03 12:15:36,5,Positive,No barrier reported,Data Analysis has been a great time-saver for my day-to-day work.,Data Analysis,True
FB001069,U00819,2026-06-13 14:09:39,4,Positive,Unsure what use cases are allowed,I'm not always clear on what I'm allowed to use Data Analysis for in client-facing work.,Data Analysis,True
FB001070,U00820,2026-05-25 17:54:25,3,Neutral,No time to learn,Between meetings and deadlines I haven't found the time to explore Knowledge Search.,Knowledge Search,False
FB001071,U00820,2026-05-06 19:15:31,3,Neutral,No barrier reported,"Really happy with Northstar Assist overall, especially Chat and Research.",Chat and Research,False
FB001072,U00821,2026-06-20 17:38:13,4,Positive,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Knowledge Search,True
FB001073,U00822,2026-05-28 12:12:55,3,Neutral,Low output quality,The output from Drafting Assistant needed a lot of editing before it was usable.,Drafting Assistant,True
FB001074,U00822,2026-06-08 14:34:41,3,Neutral,No barrier reported,Prompt Library has been a great time-saver for my day-to-day work.,Prompt Library,False
FB001075,U00823,2026-06-14 18:03:16,4,Positive,Lack of relevant training,The training I received didn't cover how Drafting Assistant applies to my day-to-day role.,Drafting Assistant,False
FB001076,U00823,2026-06-19 14:44:39,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Code Assistant.",Code Assistant,False
FB001077,U00824,2026-05-21 16:35:32,5,Positive,No barrier reported,,,True
FB001078,U00825,2026-05-15 17:48:39,4,Positive,No barrier reported,Northstar Assist has been a great time-saver for my day-to-day work.,,True
FB001079,U00825,2026-06-12 10:16:06,4,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Drafting Assistant.",Drafting Assistant,True
FB001080,U00826,2026-05-15 11:27:03,4,Positive,Unsure what use cases are allowed,I'm not always clear on what I'm allowed to use Document Summarization for in client-facing work.,Document Summarization,True
FB001081,U00826,2026-04-21 13:10:32,3,Neutral,Lack of relevant training,The training I received didn't cover how Code Assistant applies to my day-to-day role.,Code Assistant,True
FB001082,U00827,2026-04-28 10:40:49,2,Negative,No time to learn,Between meetings and deadlines I haven't found the time to explore Data Analysis.,Data Analysis,False
FB001083,U00827,2026-05-28 14:06:11,4,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Drafting Assistant.",Drafting Assistant,True
FB001084,U00828,2026-03-29 08:54:35,2,Negative,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Chat and Research,False
FB001085,U00828,2026-04-07 22:14:46,3,Neutral,Tool performance issue,I ran into an error using Meeting Notes and had to restart my session.,Meeting Notes,False
FB001086,U00831,2026-05-14 09:43:08,5,Positive,No barrier reported,No issues to report — Prompt Library works well for what I need.,Prompt Library,True
FB001087,U00832,2026-05-24 20:10:04,4,Positive,No barrier reported,No issues to report — Chat and Research works well for what I need.,Chat and Research,True
FB001088,U00832,2026-05-10 15:01:33,5,Positive,No barrier reported,Northstar Assist has been a great time-saver for my day-to-day work.,,True
FB001089,U00833,2026-06-08 12:32:36,3,Neutral,Tool performance issue,I ran into an error using Chat and Research and had to restart my session.,Chat and Research,True
FB001090,U00833,2026-06-06 21:10:01,4,Positive,Privacy or compliance concern,I'm cautious about what data I put into Chat and Research given compliance requirements.,Chat and Research,True
FB001091,U00834,2026-05-19 08:22:52,2,Negative,Low output quality,Meeting Notes sometimes gives generic answers that don't fit our context.,Meeting Notes,False
FB001092,U00834,2026-06-10 14:15:01,4,Positive,No barrier reported,Prompt Library has been a great time-saver for my day-to-day work.,Prompt Library,True
FB001093,U00836,2026-06-18 10:38:19,2,Negative,No barrier reported,No issues to report — Prompt Library works well for what I need.,Prompt Library,False
FB001094,U00837,2026-05-28 15:35:31,4,Positive,No barrier reported,Knowledge Search has been a great time-saver for my day-to-day work.,Knowledge Search,True
FB001095,U00837,2026-03-25 16:08:50,5,Positive,Unsure what use cases are allowed,I'm not always clear on what I'm allowed to use Data Analysis for in client-facing work.,Data Analysis,True
FB001096,U00837,2026-04-21 17:38:38,3,Positive,No barrier reported,No issues to report — Code Assistant works well for what I need.,Code Assistant,True
FB001097,U00838,2026-05-08 19:33:44,3,Neutral,Lack of relevant training,,Prompt Library,True
FB001098,U00838,2026-06-18 08:26:27,3,Neutral,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Data Analysis,False
FB001099,U00838,2026-04-26 12:54:44,4,Positive,No barrier reported,No issues to report — Meeting Notes works well for what I need.,Meeting Notes,True
FB001100,U00839,2026-02-24 12:21:40,3,Neutral,No time to learn,,Document Summarization,True
FB001101,U00839,2026-04-18 11:56:49,3,Neutral,Unsure what use cases are allowed,I'm not always clear on what I'm allowed to use Data Analysis for in client-facing work.,Data Analysis,False
FB001102,U00839,2026-05-16 14:04:52,4,Positive,Lack of relevant training,The training I received didn't cover how Chat and Research applies to my day-to-day role.,Chat and Research,True
FB001103,U00840,2026-02-18 09:11:41,4,Positive,No barrier reported,Document Summarization has been a great time-saver for my day-to-day work.,Document Summarization,True
FB001104,U00840,2026-02-27 22:03:30,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Northstar Assist.",,True
FB001105,U00841,2026-02-11 09:39:50,5,Positive,No barrier reported,Northstar Assist has been a great time-saver for my day-to-day work.,,True
FB001106,U00842,2026-06-17 08:27:35,3,Neutral,Lack of relevant training,The training I received didn't cover how Document Summarization applies to my day-to-day role.,Document Summarization,True
FB001107,U00842,2026-04-12 14:14:14,4,Positive,Privacy or compliance concern,I'm cautious about what data I put into Document Summarization given compliance requirements.,Document Summarization,True
FB001108,U00843,2026-03-15 10:20:27,4,Positive,Tool performance issue,I ran into an error using Data Analysis and had to restart my session.,Data Analysis,True
FB001109,U00843,2026-01-12 16:00:23,3,Neutral,No barrier reported,No issues to report — Prompt Library works well for what I need.,Prompt Library,True
FB001110,U00843,2026-04-08 11:17:35,5,Positive,No barrier reported,No issues to report — Meeting Notes works well for what I need.,Meeting Notes,True
FB001111,U00847,2026-06-16 14:50:39,3,Neutral,Low output quality,The output from Drafting Assistant needed a lot of editing before it was usable.,Drafting Assistant,False
FB001112,U00848,2026-05-05 14:53:42,3,Neutral,Unsure what use cases are allowed,Guidance on approved use cases for Northstar Assist could be clearer.,Data Analysis,False
FB001113,U00848,2026-05-14 15:21:15,2,Negative,Tool performance issue,I ran into an error using Northstar Assist and had to restart my session.,,False
FB001114,U00848,2026-05-10 09:37:11,4,Positive,No barrier reported,No issues to report — Chat and Research works well for what I need.,Chat and Research,True
FB001115,U00849,2026-04-25 09:53:01,4,Positive,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Prompt Library,True
FB001116,U00851,2026-04-07 15:08:19,4,Positive,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Code Assistant,False
FB001117,U00853,2026-06-16 20:58:22,3,Neutral,No barrier reported,"Really happy with Northstar Assist overall, especially Prompt Library.",Prompt Library,True
FB001118,U00853,2026-05-24 08:35:00,4,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Chat and Research.",Chat and Research,True
FB001119,U00854,2026-06-11 13:53:44,3,Neutral,Low output quality,Code Assistant sometimes gives generic answers that don't fit our context.,Code Assistant,True
FB001120,U00854,2026-05-15 13:51:17,3,Neutral,No barrier reported,Drafting Assistant has been a great time-saver for my day-to-day work.,Drafting Assistant,False
FB001121,U00854,2026-05-27 13:41:17,3,Neutral,Unsure what use cases are allowed,Guidance on approved use cases for Northstar Assist could be clearer.,Code Assistant,False
FB001122,U00855,2026-04-02 13:40:36,4,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Data Analysis.",Data Analysis,False
FB001123,U00855,2026-03-29 16:18:43,3,Neutral,Unsure what use cases are allowed,Guidance on approved use cases for Northstar Assist could be clearer.,Meeting Notes,True
FB001124,U00856,2026-06-02 12:01:05,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Knowledge Search.",Knowledge Search,True
FB001125,U00858,2026-05-31 11:52:34,4,Positive,No barrier reported,Data Analysis has been a great time-saver for my day-to-day work.,Data Analysis,True
FB001126,U00858,2026-05-30 13:20:10,4,Positive,Hard to find the right feature,The menu of features isn't very intuitive; I didn't know Prompt Library existed until a colleague mentioned it.,Prompt Library,True
FB001127,U00858,2026-05-09 16:58:49,3,Neutral,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Chat and Research,True
FB001128,U00859,2026-05-15 09:24:57,3,Neutral,No time to learn,Between meetings and deadlines I haven't found the time to explore Document Summarization.,Document Summarization,False
FB001129,U00859,2026-03-07 15:25:40,4,Positive,No barrier reported,No issues to report — Prompt Library works well for what I need.,Prompt Library,True
FB001130,U00859,2026-05-01 12:20:40,3,Neutral,Unsure what use cases are allowed,Guidance on approved use cases for Northstar Assist could be clearer.,Chat and Research,True
FB001131,U00860,2026-05-14 08:12:43,5,Positive,No barrier reported,No issues to report — Drafting Assistant works well for what I need.,Drafting Assistant,True
FB001132,U00860,2026-05-07 11:35:15,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Northstar Assist.",,True
FB001133,U00861,2026-05-07 22:01:42,5,Positive,No barrier reported,Prompt Library has been a great time-saver for my day-to-day work.,Prompt Library,True
FB001134,U00861,2026-05-05 09:20:49,3,Neutral,No barrier reported,Northstar Assist has been a great time-saver for my day-to-day work.,,False
FB001135,U00861,2026-03-19 13:10:25,4,Positive,No barrier reported,Prompt Library has been a great time-saver for my day-to-day work.,Prompt Library,False
FB001136,U00862,2026-05-17 16:59:39,3,Neutral,Privacy or compliance concern,I'd like clearer confirmation that Prompt Library is approved for use with client information.,Prompt Library,True
FB001137,U00862,2026-06-21 13:14:17,4,Positive,Tool performance issue,I ran into an error using Drafting Assistant and had to restart my session.,Drafting Assistant,True
FB001138,U00862,2026-05-27 12:16:34,5,Positive,No barrier reported,Drafting Assistant has been a great time-saver for my day-to-day work.,Drafting Assistant,True
FB001139,U00863,2026-05-19 12:32:25,1,Negative,No time to learn,Between meetings and deadlines I haven't found the time to explore Northstar Assist.,,False
FB001140,U00863,2026-04-30 14:39:32,4,Negative,No barrier reported,No issues to report — Northstar Assist works well for what I need.,,True
FB001141,U00863,2026-06-08 09:39:01,4,Positive,No barrier reported,Meeting Notes has been a great time-saver for my day-to-day work.,Meeting Notes,True
FB001142,U00864,2026-05-07 11:27:51,4,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Document Summarization.",Document Summarization,True
FB001143,U00864,2026-06-03 14:31:38,4,Positive,No barrier reported,No issues to report — Northstar Assist works well for what I need.,,True
FB001144,U00866,2026-06-21 10:47:11,5,Positive,Low output quality,The output from Chat and Research needed a lot of editing before it was usable.,Chat and Research,True
FB001145,U00868,2026-06-07 16:38:09,4,Positive,Low output quality,The output from Prompt Library needed a lot of editing before it was usable.,Prompt Library,True
FB001146,U00868,2026-04-26 09:17:56,3,Neutral,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Knowledge Search,True
FB001147,U00869,2026-06-20 11:51:16,3,Neutral,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Code Assistant,False
FB001148,U00870,2026-06-16 16:59:21,3,Neutral,No barrier reported,"Really happy with Northstar Assist overall, especially Chat and Research.",Chat and Research,True
FB001149,U00871,2026-03-04 19:45:40,3,Neutral,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Chat and Research,False
FB001150,U00874,2026-06-18 09:20:57,2,Negative,Tool performance issue,,,False
FB001151,U00875,2026-02-13 13:19:26,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Prompt Library.",Prompt Library,True
FB001152,U00875,2026-02-07 15:41:47,5,Positive,No barrier reported,No issues to report — Code Assistant works well for what I need.,Code Assistant,True
FB001153,U00876,2026-06-10 08:00:14,3,Neutral,Privacy or compliance concern,I'd like clearer confirmation that Prompt Library is approved for use with client information.,Prompt Library,True
FB001154,U00876,2026-06-18 11:04:15,3,Neutral,Low output quality,,Meeting Notes,True
FB001155,U00877,2026-03-21 10:11:52,3,Neutral,Hard to find the right feature,It took me a while to figure out that Data Analysis was the right tool for what I needed.,Data Analysis,True
FB001156,U00877,2026-05-31 15:13:46,3,Neutral,Privacy or compliance concern,I'd like clearer confirmation that Chat and Research is approved for use with client information.,Chat and Research,False
FB001157,U00877,2026-04-12 12:30:13,3,Neutral,Lack of relevant training,More role-specific training on Document Summarization would help me use it with confidence.,Document Summarization,False
FB001158,U00880,2026-06-16 13:31:09,4,Positive,Low output quality,The output from Code Assistant needed a lot of editing before it was usable.,Code Assistant,True
FB001159,U00880,2026-05-10 22:30:30,4,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Drafting Assistant.",Drafting Assistant,True
FB001160,U00881,2026-06-04 08:14:36,4,Positive,No barrier reported,No issues to report — Knowledge Search works well for what I need.,Knowledge Search,True
FB001161,U00881,2026-05-09 10:48:00,4,Positive,No barrier reported,No issues to report — Knowledge Search works well for what I need.,Knowledge Search,True
FB001162,U00883,2026-05-01 13:31:22,1,Negative,Hard to find the right feature,It took me a while to figure out that Code Assistant was the right tool for what I needed.,Code Assistant,False
FB001163,U00883,2026-05-24 15:18:12,2,Negative,Low output quality,,Knowledge Search,False
FB001164,U00884,2026-03-18 10:43:26,4,Negative,No barrier reported,Document Summarization has been a great time-saver for my day-to-day work.,Document Summarization,True
FB001165,U00885,2026-06-01 13:51:27,3,Neutral,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Prompt Library,False
FB001166,U00886,2026-05-14 15:41:00,2,Negative,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Prompt Library,True
FB001167,U00886,2026-05-19 11:38:47,3,Neutral,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,,True
FB001168,U00886,2026-04-13 12:17:53,3,Neutral,Low output quality,The output from Meeting Notes needed a lot of editing before it was usable.,Meeting Notes,False
FB001169,U00888,2026-06-05 14:56:22,2,Negative,No time to learn,Between meetings and deadlines I haven't found the time to explore Knowledge Search.,Knowledge Search,False
FB001170,U00888,2026-05-12 12:57:37,4,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Drafting Assistant.",Drafting Assistant,False
FB001171,U00890,2026-03-08 10:30:25,4,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Code Assistant.",Code Assistant,True
FB001172,U00890,2026-04-18 16:16:21,3,Neutral,No barrier reported,No issues to report — Drafting Assistant works well for what I need.,Drafting Assistant,True
FB001173,U00891,2026-04-14 13:05:00,4,Positive,Low output quality,Code Assistant sometimes gives generic answers that don't fit our context.,Code Assistant,True
FB001174,U00891,2026-05-15 09:00:50,3,Neutral,Lack of relevant training,More role-specific training on Drafting Assistant would help me use it with confidence.,Drafting Assistant,False
FB001175,U00892,2026-05-28 16:23:55,3,Neutral,No barrier reported,"Really happy with Northstar Assist overall, especially Knowledge Search.",Knowledge Search,True
FB001176,U00894,2026-03-26 10:26:31,3,Neutral,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Chat and Research,False
FB001177,U00894,2026-03-11 11:09:00,4,Positive,No barrier reported,No issues to report — Code Assistant works well for what I need.,Code Assistant,True
FB001178,U00895,2026-03-05 21:37:07,3,Neutral,Hard to find the right feature,It took me a while to figure out that Code Assistant was the right tool for what I needed.,Code Assistant,True
FB001179,U00896,2026-06-06 17:50:17,4,Positive,No barrier reported,No issues to report — Drafting Assistant works well for what I need.,Drafting Assistant,True
FB001180,U00896,2026-04-23 22:47:58,3,Neutral,Privacy or compliance concern,I'd like clearer confirmation that Knowledge Search is approved for use with client information.,Knowledge Search,False
FB001181,U00896,2026-06-04 12:28:56,3,Neutral,No time to learn,Between meetings and deadlines I haven't found the time to explore Prompt Library.,Prompt Library,False
FB001182,U00897,2026-06-05 10:44:43,4,Neutral,No barrier reported,Chat and Research has been a great time-saver for my day-to-day work.,Chat and Research,True
FB001183,U00898,2026-05-26 08:17:01,4,Positive,No barrier reported,No issues to report — Northstar Assist works well for what I need.,,True
FB001184,U00898,2026-05-22 12:04:49,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Code Assistant.",Code Assistant,True
FB001185,U00899,2026-06-07 16:03:11,2,Negative,Low output quality,The output from Chat and Research needed a lot of editing before it was usable.,Chat and Research,False
FB001186,U00900,2026-04-12 18:30:37,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Knowledge Search.",Knowledge Search,True
FB001187,U00900,2026-06-07 13:13:23,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Meeting Notes.",Meeting Notes,True
FB001188,U00901,2026-05-26 08:10:42,4,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Code Assistant.",Code Assistant,True
FB001189,U00901,2026-02-25 14:59:36,4,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Meeting Notes.",Meeting Notes,True
FB001190,U00906,2026-06-17 15:04:54,3,Neutral,No barrier reported,No issues to report — Data Analysis works well for what I need.,Data Analysis,False
FB001191,U00907,2026-05-05 14:20:09,5,Positive,Privacy or compliance concern,,,True
FB001192,U00908,2026-06-12 08:36:39,4,Positive,No barrier reported,Northstar Assist has been a great time-saver for my day-to-day work.,,True
FB001193,U00908,2026-06-16 11:13:05,4,Negative,Tool performance issue,I ran into an error using Northstar Assist and had to restart my session.,,False
FB001194,U00909,2026-04-14 11:43:39,4,Positive,Lack of relevant training,The training I received didn't cover how Knowledge Search applies to my day-to-day role.,Knowledge Search,True
FB001195,U00910,2026-03-25 10:43:56,3,Neutral,No barrier reported,"Really happy with Northstar Assist overall, especially Prompt Library.",Prompt Library,False
FB001196,U00910,2026-03-28 17:20:48,3,Neutral,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Data Analysis,False
FB001197,U00912,2026-06-15 22:50:49,3,Neutral,Privacy or compliance concern,I'm cautious about what data I put into Drafting Assistant given compliance requirements.,Drafting Assistant,True
FB001198,U00912,2026-06-17 10:23:11,2,Negative,Tool performance issue,,Document Summarization,False
FB001199,U00914,2026-03-09 09:19:18,2,Negative,Unsure what use cases are allowed,Guidance on approved use cases for Northstar Assist could be clearer.,Drafting Assistant,False
FB001200,U00915,2026-06-15 15:45:57,4,Positive,Privacy or compliance concern,I'm cautious about what data I put into Northstar Assist given compliance requirements.,,True
FB001201,U00916,2026-06-11 09:26:30,5,Positive,No barrier reported,No issues to report — Prompt Library works well for what I need.,Prompt Library,True
FB001202,U00916,2026-05-22 11:06:22,4,Positive,No barrier reported,No issues to report — Drafting Assistant works well for what I need.,Drafting Assistant,True
FB001203,U00917,2026-06-12 12:26:03,4,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Northstar Assist.",,True
FB001204,U00918,2026-05-27 12:13:32,3,Positive,Unsure what use cases are allowed,Guidance on approved use cases for Northstar Assist could be clearer.,Code Assistant,False
FB001205,U00920,2026-03-08 08:55:49,3,Neutral,Privacy or compliance concern,I'd like clearer confirmation that Northstar Assist is approved for use with client information.,,False
FB001206,U00920,2026-02-23 13:37:16,3,Neutral,Hard to find the right feature,It took me a while to figure out that Knowledge Search was the right tool for what I needed.,Knowledge Search,False
FB001207,U00920,2026-04-18 10:22:39,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Prompt Library.",Prompt Library,True
FB001208,U00921,2026-06-20 21:25:05,4,Positive,Low output quality,Document Summarization sometimes gives generic answers that don't fit our context.,Document Summarization,False
FB001209,U00921,2026-03-12 21:22:15,3,Neutral,No barrier reported,"Really happy with Northstar Assist overall, especially Document Summarization.",Document Summarization,True
FB001210,U00925,2026-06-03 13:10:54,5,Positive,No barrier reported,No issues to report — Chat and Research works well for what I need.,Chat and Research,True
FB001211,U00925,2026-06-17 13:15:37,3,Neutral,No barrier reported,No issues to report — Prompt Library works well for what I need.,Prompt Library,False
FB001212,U00925,2026-06-11 19:48:08,4,Positive,No time to learn,Between meetings and deadlines I haven't found the time to explore Drafting Assistant.,Drafting Assistant,True
FB001213,U00928,2026-06-11 14:51:10,3,Neutral,No barrier reported,"Really happy with Northstar Assist overall, especially Code Assistant.",Code Assistant,False
FB001214,U00928,2026-06-11 14:59:08,5,Positive,Unsure what use cases are allowed,I'm not always clear on what I'm allowed to use Chat and Research for in client-facing work.,Chat and Research,True
FB001215,U00931,2026-05-30 20:30:55,4,Positive,No barrier reported,Document Summarization has been a great time-saver for my day-to-day work.,Document Summarization,True
FB001216,U00931,2026-06-19 13:07:09,5,Positive,No barrier reported,No issues to report — Drafting Assistant works well for what I need.,Drafting Assistant,True
FB001217,U00935,2026-06-21 09:11:44,4,Positive,No barrier reported,Knowledge Search has been a great time-saver for my day-to-day work.,Knowledge Search,True
FB001218,U00935,2026-06-19 11:23:41,3,Neutral,No barrier reported,No issues to report — Drafting Assistant works well for what I need.,Drafting Assistant,False
FB001219,U00936,2026-05-06 14:26:34,3,Negative,Low output quality,The output from Meeting Notes needed a lot of editing before it was usable.,Meeting Notes,True
FB001220,U00938,2026-06-08 08:24:17,3,Positive,Unsure what use cases are allowed,Guidance on approved use cases for Northstar Assist could be clearer.,Document Summarization,False
FB001221,U00940,2026-05-12 12:26:41,3,Neutral,Privacy or compliance concern,,Data Analysis,True
FB001222,U00941,2026-04-13 16:07:45,4,Positive,No barrier reported,No issues to report — Drafting Assistant works well for what I need.,Drafting Assistant,True
FB001223,U00942,2026-03-20 17:50:30,4,Positive,No barrier reported,Code Assistant has been a great time-saver for my day-to-day work.,Code Assistant,True
FB001224,U00942,2026-05-16 17:42:53,4,Positive,Low output quality,Prompt Library sometimes gives generic answers that don't fit our context.,Prompt Library,True
FB001225,U00943,2026-06-21 13:04:18,4,Positive,Unsure what use cases are allowed,Guidance on approved use cases for Northstar Assist could be clearer.,Code Assistant,True
FB001226,U00943,2026-06-21 16:54:08,4,Positive,No barrier reported,No issues to report — Data Analysis works well for what I need.,Data Analysis,True
FB001227,U00947,2026-06-19 08:52:56,4,Positive,No barrier reported,Northstar Assist has been a great time-saver for my day-to-day work.,,True
FB001228,U00951,2026-05-19 14:40:26,5,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Meeting Notes.",Meeting Notes,False
FB001229,U00952,2026-05-30 14:42:00,1,Negative,Low output quality,The output from Code Assistant needed a lot of editing before it was usable.,Code Assistant,False
FB001230,U00953,2026-06-18 15:59:33,3,Neutral,Lack of relevant training,,,False
FB001231,U00953,2026-06-17 12:28:21,3,Neutral,No barrier reported,No issues to report — Knowledge Search works well for what I need.,Knowledge Search,False
FB001232,U00953,2026-06-02 11:08:28,4,Positive,No barrier reported,No issues to report — Code Assistant works well for what I need.,Code Assistant,False
FB001233,U00954,2026-06-16 13:58:00,4,Positive,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Meeting Notes,False
FB001234,U00954,2026-03-22 11:27:01,4,Positive,No barrier reported,"Really happy with Northstar Assist overall, especially Northstar Assist.",,True
FB001235,U00955,2026-05-13 17:44:10,4,Positive,Low output quality,The output from Northstar Assist needed a lot of editing before it was usable.,,False
FB001236,U00955,2026-04-05 10:43:33,3,Neutral,No time to learn,I know Northstar Assist could help but I haven't had time to sit down and learn it properly.,Meeting Notes,True
FB001237,U00956,2026-06-08 18:32:57,2,Neutral,Unsure what use cases are allowed,I'm not always clear on what I'm allowed to use Drafting Assistant for in client-facing work.,Drafting Assistant,False
FB001238,U00956,2026-06-11 14:05:45,2,Negative,Unsure what use cases are allowed,I'm not always clear on what I'm allowed to use Northstar Assist for in client-facing work.,,False
FB001239,U00956,2026-06-21 13:02:50,3,Neutral,Lack of relevant training,More role-specific training on Northstar Assist would help me use it with confidence.,,False
FB001240,U00957,2026-05-03 12:52:00,5,Positive,Low output quality,,,True
FB001241,U00958,2026-03-07 16:28:43,5,Positive,No barrier reported,No issues to report — Prompt Library works well for what I need.,Prompt Library,True
FB001242,U00959,2026-06-04 09:02:17,4,Positive,No barrier reported,Data Analysis has been a great time-saver for my day-to-day work.,Data Analysis,True
